,CourseID,Description
635,PHYS 141,newtonian mechanics 3+0 3 a classical mechanics static dynamic systems physics engineering chemistry meteorology applications calculus made appropriate along placed development laboratory physics pre/corequisite treats electricity magnetism wave motion optics along however assumed proficient differential integral calculus outset applications calculus made throughout along 
636,PHYS 151,newtonian mechanics – honors 3+0 3 a classical mechanics static dynamic systems physics engineering chemistry meteorology pace subject matter similar treats electricity magnetism wave motion optics along 
637,ME 215,concepts stress strain stress-strain relationships states plane stress strain a point elementary analysis stress distributions deformations axial loading prismatic members torsional loading circular shafts bending beams combined loading plastic elastic action introduction statically indeterminate problems 
638,PHYS 243,physics atoms nuclei 3 introduction special theory relativity physics atom schroedinger wave equation physics condensed matter physics nucleus radioactivity elementary particles 
639,PHYS 245,experimental physics iii 0+3 1 selected experiments measurement fundamental constants speed light planck ’ s constant gravitational coupling constant investigations fundamental physical processes further development laboratory methods data analysis emphasized advanced computer analysis data acquisition techniques normally 
640,PHYS 246,data reduction error analysis 1 application various techniques employed reduction analysis laboratory data probability distributions regressions tests goodness fit data smoothing methods determining errors measured fitted parameters extensive computer expected 
641,PHYS 250,mechanics 3 classical mechanics particles systems particles rigid bodies utilizing analytical techniques vectors differential integral calculus among included newton ’ s laws motion three dimensions conservation laws harmonic oscillation central force motion scattering introduction rigid body motion 
642,ECE 281,a fundamental methods theorems electrical circuit analysis steady-state transient analysis dc ac circuits containing resistors capacitors inductors operational amplifiers 
643,ECE 322,application microcontrollers embedded system design emphasizing interaction hardware software design integrated development environments cpus program data memories interrupts digital inputs outputs timer peripherals serial communication interfaces analog-to-digital converter peripherals a laboratory component 
644,ME 333,a fundamental concepts physical principles involved science measurement design experiments experiments involve calibration testing static dynamic primary elements signal amplifiers transducers readout devices experimentation utilizes laboratory industrial instruments extensive made computer data acquisition analysis a laboratory component corequisite 
645,ECE 340,introduction semiconductor theory design analysis electronic circuits diodes field-effect bipolar transistors cmos logic circuits single-state discrete transistor amplifiers multistage integrated-circuit amplifiers a laboratory component electronics i 2.5+1.5 3 introduction semiconductor theory design analysis electronic circuits diodes field-effect bipolar transistors cmos logic circuits single state discrete transistor amplifiers multistage integrated-circuit amplifiers 
646,ME 352,a structure-property-processing relationships engineering materials related selection design manufacturing processes methods controlling structure mechanical properties materials studied strengthening mechanisms processes studied solidification phase transformation mechanical working metals a laboratory component 
647,PHYS 360,thermal physics 3 a basic principles thermodynamics kinetic theory elementary statistical mechanics among included equations state laws thermodynamics reversibility entropy kinetic theory transport phenomena statistical description systems particles normally even numbered 
648,PHYS 372,electromagnetic waves physical optics 3 proceeding maxwell ’ s equations investigate wave aspects electromagnetic fields propagation reflection refraction polarization interference diffraction radiating systems wave guides normally odd numbered 
649,PHYS 381,advanced mechanics 3 application advanced mathematical methods physical problems lagrange ’ s method small oscillation theory coupled oscillators generalized rotation theory special relativity numerical methods perturbation theory normally even numbered 
650,PHYS 421,quantum mechanics i 3 fundamental concepts principles quantum physics developed a mathematically rigorous way applied atomic nuclear solid state physics fundamental postulates quantum mechanics schroedinger equation selected harmonic oscillator orbital spin angular momentum hydrogen atom identical particles elementary matrix mechanics multi-electron atoms collision theory normally odd numbered further development application quantum theory time independent time dependent perturbation theory applications scattering theory matrix mechanics multi-electron molecular systems elementary hartree-fock theory superconductivity elementary relativistic quantum mechanics normally even numbered physics astronomy 237 
651,PHYS 430,nuclear physics 3 nuclear physics physics engineering backgrounds nuclear models nuclear reactions alpha beta gamma radioactivity fission physics normally even numbered 
652,PHYS 430L,nuclear physics laboratory 0+3 1 advanced laboratory nuclear reactions nuclear structure radioactivity experiments 300 kev particle accelerator a neutron howitzer normally even numbered 
653,PHYS 440,condensed matter physics 3 a presentation basic concepts quantum theory matter physical models provide a quantitative description solid state crystal structure diffraction reciprocal lattice chemical bonding molecules solids lattice dynamics phonons thermal properties free electron gas electrons a periodic lattice band structure semiconductors magnetic optical properties superconductivity normally odd numbered 
654,NS 490,exploration scientific enterprise involving a foundational principles assumptions scientific endeavor various methodologies scope limitations illustrations historical case scientific revolutions '' ethical moral connections between personal professional science lives minimum a physics astronomy philosophy requirement cross-listed `` 
655,POLS 493,senior political science 3 concentration options political science 18 18 additional political science 18 legal concentration 18 least fifteen remaining eighteen political science options senior political science 3 international relations 9 three options senior political science 3 designed place where bring knowledge political science bear current political preparation future service society active participation citizens a democracy 
656,POLS 150,international relations 3 two international relations group 6 comparative area group 3 political science international relations 241 political science minimum 45 international relations 3 examination fundamentals international politics international organization particularly united nations specialized agencies 
657,POLS 130,earned level examination program subject examination approval schedules taking a political science international relations schedules approved appropriate advisor political science comparative politics 3 comparative western non-western political systems examination conceptual frameworks comparative analysis cultural diversity component 
658,POLS 110,introduction politics 3 introduction theories concepts issues politics particular apply problems ethnicity diversity political system cultural diversity component 
659,POLS 170,field law 1 a designed help prepare professional law open 11 where appropriate political science international relations 242 note open freshmen without chair 
660,POLS 210,research methods political science 3 examination basic research methods statistics data analysis techniques scientists application methods applied setting often involved a community research project quantitative analysis component three international relations irl 
661,POLS 221,political behavior 3 exploration sources consequences individual group political behavior extensive consideration methods necessary examine political behavior computer-aided analysis survey data 
662,POLS 231,politics developing states 3 a governments political problems across developing states found eastern europe middle east central east asia north sub-sahara africa latin america caribbean economic political development regime types trade political culture contemporary challenges cultural diversity component 
663,POLS 240,political theory 3 examination meaning utility theory contemporary political science normative/prescriptive theories analytical empirical theories surveyed examined 
664,POLS 261,state local politics united states 3 comparative analysis state local political systems united states placed contemporary role states localities development implementation public policies 
665,POLS 290,political science 3 a process policies functions political science e.g political parties political psychology etc. different 
666,POLS 291,international relations 3 a process policies functions international relations comparative political science e.g comparative political parties political institutions etc. either international relations requirement a comparative requirement appropriate designated chair different 
667,POLS 320,/520 politics urban metropolitan areas 3 examine politics policy making urban metropolitan governments special issues nature local decision-making racial ethnic politics housing law enforcement economic development prospects regional government 
668,POLS 326,/526 presidency 3 examination presidency specific president 's constitutional position process nominating electing a president presidential power behavior president 's relations public coordinate branches government political science international relations 243 
669,POLS 330,/530 politics industrialized states 3 a political systems industrialized attention directed primarily western eastern europe focuses industrialized countries 
670,POLS 333,/533 politics africa 3 explores economic political challenges facing africa today places historical global contexts key themes democratization origins conflict political economic development 
671,POLS 334,/534 politics middle east 3 explores contemporary politics arab focuses political development dynamics countries relationships rest 
672,POLS 336,/536 politics latin america 3 examines politics latin america a focus democracy economic development a brief historical overview examination fight democracy exploration citizens ' political views debate regarding issues facing region 
673,POLS 342,/542 political ideologies 3 after introduction concept ideology various approaches studying ideologies examine ideologies developed twentieth continue shape live reading discussion liberalism conservatism socialism communism fascism nationalism fundamentalism liberation theology feminism environmentalism anarchism examine common ideologies proponents been encourage control political action 
674,POLS 351,/551 foreign policy 3 various internal external factors influence formulation execution u.s. foreign policy examined cover substance foreign policy international problems facing united states today 
675,POLS 352,/552 model united nations 3 provides orientation operations united nations current events pressing international issues basics international law protocol procedures international diplomacy assist preparing roles distinguished diplomats model united nations conferences held indiana illinois attendance 
676,PSJ 201,focuses responsibility examining means establishing justice achieving peace resolving conflicts nonviolently causes nature processes conflict reviewed conflicts frequently rooted injustice requires understanding nature justice injustices arise economic political sociological religious and/or psychological sources nature methods nonviolent conflict resolution reconciliation considered political science international relations 244 
677,POLS 359,abroad field research 3 participating valparaiso university-sponsored abroad programs receive additional doing research writing a paper utilizing resources available areas where located research approved advance chair 
678,POLS 371,/571 constitutional law i 3 focuses analysis supreme court decisions relating judicial review power national state governments federalism separation powers presidential congressional power related 
679,POLS 386,internship political science 1-7 opportunities direct supervised governmental agencies political parties political organizations national state local levels internships conjunction off campus programs washington either international relations requirement a comparative requirement appropriate a maximum 7 hours 
680,POLS 390,/590 advanced political science i 3 intensive process policies functions political science e.g political parties political psychology etc. differ 
681,POLS 391,/591 advanced international relations i 3 intensive process policies functions international relations comparative political science e.g comparative political parties political institutions etc. either international relations requirement a comparative requirement appropriate determined chair different 
682,POLS 437,/537 comparative public policy 3 examines public policies countries differ those united states focuses policies coming advanced industrialized nations britain japan sweden developing states brazil china india south africa political science international relations 245 
683,POLS 438,/538 gender public policy global perspective 3 purpose introduce role gender politics different countries throughout examines role women political actors activities formal grassroots politics analyzes gender a variable public policy different countries 
684,POLS 450,/550 international regimes global governance 3 international regimes systems norms rules agreed upon states govern behavior specific political contexts issue areas thousands formal informal international regimes address issues ranging arms control trade economic affairs human rights environmental problems examines source effectiveness institutions designed implement various regimes 
685,POLS 454,/554 international political economy 3 objective introduce political economy relationship between politics economics context globalization draws upon concepts approaches political science economics sociology order a broad introduction current issues political economy 
686,POLS 456,/556 war conflict 3 focuses forces promote international conflict peace discuss ways warfare changed across form likely take future particular interest survey international war intersection between war politics 
687,POLS 490,advanced political science ii 1-3 full- half-semester covering a variety subject areas subtitles content dependent choice interest two types labeled accordingly a reading discussion seminars b seminars papers 
688,POLS 491,advanced international relations ii 1-3 intensive process policies functions international relations comparative political science e.g comparative political parties political institutions etc. either international relations requirement a comparative requirement appropriate determined chair differ two 
689,POLS 495,independent political science 1-4 individual research a specific problem fields government under supervision a member departmental staff a written report 
690,PSY 499,psychology colloquium 1 additional major/minor options a minimum 40 psychology maximum 60 a second a bachelor science – psychology minimum 32 psychology colloquium 1 additional major/minor options a non-science second fundamentals business a science biology chemistry mathematics physics bachelor science – psychology minimum 27 psychology colloquium 1 additional a science second biology chemistry mathematics physics bachelor science – psychology minimum 40 psychology colloquium 1 note 60 psychology count toward minimum total a degree special psychology 
691,PSY 102,introductory professional development psychology 1.5 exposes variety options careers people undergraduate degree psychology pursue professional development preparation various professional paths process applying graduate school specific ways maximize ’ s a psychology s/u 
692,PSY 103,mentored research psychology 1 advanced psychology mentors independent research project mentors mentees together design a collect data conduct statistical analyses prepare a poster summarizing mentees meet mentors weekly mentors mentees design a collect data conduct statistical analyses prepare a poster summarizing mentors meet weekly mentees separately 000 point average 
693,PSY 201,statistical methods 3 introduction fundamentals descriptive inferential statistics behavioral sciences quantitative analysis component 
694,PSY 202,research methods psychology 3 basic principles methods research psychology focusing experimental method necessary design carry out interpret write up a research project applications complex designs taken experimental psychology requirement consent chair six hours 
695,PSY 250,principles applications learning 3 concepts learning derived research human nonhuman subjects concepts techniques help solve common behavioral problems 
696,PSY 260,psychotherapy counseling 3 introduction psychological theory methods practices applied clinical counseling settings approaches applying psychology mental issues psychological procedures assessment treatment contemporary issues field 
697,PSY 270,introduction industrial/organizational psychology 3 applications psychological principles techniques theories environment leadership motivation job satisfaction performance appraisal employee selection teamwork introduction industrial/organizational psychology* 3 4. human relations diversity 3 three options 
698,PSY 286,behavioral interventions developmental disabilities 2 internship giving firsthand utilizing behavior modification techniques facilitate acquisition pre-learning children autism spectrum open non-majors s/u 
699,PSY 302,advanced professional development psychology 1.5 provides opportunity develop refine professional relevant a variety careers individuals undergraduate degree psychology pursue resume curriculum vitae preparation employment interview graduate application procedures ways market ’ s research professional experiences s/u 
700,EAST 325,examination relationship between culture behavior individual a particular focus human development adaptation western non-western approaches topic considered compared applications mental issues discussed 
701,COUN 530,child adolescent development 3 maturational cognitive behavioral changes associated development child adolescence taking receive 
702,COUN 532,psychology adulthood aging 3 examination adult development end adolescence old age a psychological perspective taking receive 
703,PSY 355,environmental psychology interrelationships between physical environment human behavior environmental perception psychological effects pollution personal space crowding urbanization architectural design energy consumption 
704,PSY 360,/560 systems psychology 3 a survey individuals schools thought influenced still influence psychology philosophical beginnings psychology development a scientific approach studying human nature discussed attempt contemporary trends field psychology 
705,EAST 365,a similarities differences between religious psychological perspectives related understanding human person development wellness psychological theory research discussed original source religious texts studied a psychological perspective accompanying discussion sessions corequisite 
706,PSY 366,christian perspectives psychology religion 1 a similarities differences between christian modern psychological understandings human person discussion original source christian religious texts discussion designed a complement material presented 
707,PSY 375,/575 human neuropsychology 3 introduction structure function human brain effects various neurological disorders cognition emotion behavior learning important aspects human person human neuropsychology 3 aging religious faith 3 three options human neuropsychology 3 take four 4 
708,PSY 390,/590 special psychology 1-3 selected special interest areas faculty recent included cross-cultural psychology psychology women industrial psychology psychology religion altered states consciousness descriptions announced advance 
709,COUN 545,community psychology 3 introduction theories practice community psychology psychology relationship synthesis two disciplines unique differences 
710,PSY 465,/565 psychology law 3 application psychological knowledge legal system eyewitness testimony jury decision-making insanity defense jury selection lie detection 
711,PSY 486,psychology internship field 1-3 limited functions social-service mental-health agencies spends 4-10 hours week supervised activity agency northwest indiana two hours every week a classroom discussion meeting a written report a maximum nine hours three hours applied toward a psychology s/u 
712,PSY 495,independent psychology 1-3 independent readings under faculty supervision covered standard curriculum a written report submit independent form prior registration six hours 
713,PSY 496,independent research psychology 1-3 individual research projects under faculty supervision involving design project data collection analysis a written report 000 point average 
714,SOCW 210,welfare policy programs 3 overview welfare programs united states economic political forces shape structure welfare system policy issues mental services anti-poverty programs corrections housing employment children ’ s issues human rights examined policies impact populations risk science component sections writing intensive wic requirement welfare policy programs 3 nursing professions 359 welfare policy programs 3 interdisciplinary programs 382 interested graduate philanthropic 
715,SOCW 220,human behavior environment 3 introduction interacting forces biology psychology systems cultural variables affect human development behavior systems theory provides theoretical foundation introduces a variety theoretical frameworks apply different groups friendship family organization community gender race sexual orientation issues related human development interaction explored science component 
716,SOCW 260,diverse populations human rights justice 3 introduces diversity factors people self-define defined others theories practices relevant understanding human diversity sometimes excuse oppression strategies address human rights justice issues involved situations either cultural diversity component partially science component diverse populations human rights justice 3 cultural perspectives diverse populations human rights justice 3 interdisciplinary programs 380 diverse populations human rights justice 3 5. technology 3 three options diverse populations human rights justice 480 natural science 
717,SOCW 290,2-3 a selected reflective contemporary concerns worker adulthood women clinical methods techniques helping professions housing ethics substance abuse juvenile delinquency poverty listings announced different 
718,SOCW 356,generalist practice individuals 3 integrated theory practice introduces planned change process generalist intervention model practice theories concepts ethical models presented a framework generalist intervention micro-level corequisite expands focus theory practice families groups practice engaging assessing intervening micro mezzo level senior standing corequisite 
719,SOCW 365,research statistics methods 3 covers multiple interrelated necessary plan independent research project univariate bivariate multivariate statistics interpreting statistical software researching writing a literature review developing a research proposal a literature review instrument design research methods planning irb application drafting 
720,SOCW 366,research statistics implementation 3 involves application previously planned content socw365 implement research projects were planned proposal methods instrumentation irb previously data collection data analysis presentation oral poster preparation implementation research paper writing fulfil quantitative analysis component 
721,SOCW 386,apply frameworks learned real client systems agency context practice provides junior integrative entry-level field where introduced overarching core competency educational model begin develop a professional identity delivery model corequisites junior field 2 represents entry level field portion junior practice utilizing core competency educational curriculum model apply learning educationally directed field practicum 100 hours a community service setting background checks needed corequisites 
722,SOCW 390,advanced 2-3 a selected reflective contemporary issues practice methodology family therapy supervision community organization integrating into fields listings announced junior standing consent chair different 
723,SOCW 395,independent 1-3 curricular offering gives opportunity independently examine a topic depth beyond traditional anticipated length rigor project good standing least a 2.500 point average assigned a faculty mentor project faculty expertise workload 
724,SOCW 410,welfare policy analysis advocacy 3 intensive contemporary historical forces shape welfare policy united states particular attention given interpreting applying ethical principles policy analyzing competing vested interests influence tracing implementation process collectively advocate policy change state level selects a specific policy analyze content senior standing consent chair 
725,SOCW 455,extends focus theory practice organizations communities macro-level experientially entails planning execution projects events city valparaiso broadly corequisite 
726,SOCW 475,senior integrative i 3 first segment senior practice sequence where prepare competent effective beginning generalist practitioners reflecting upon integrating field senior standing corequisites 
727,SOCW 476,senior integrative ii 3 continuation final professional foundation senior practice sequence where prepare competent effective beginning generalist practitioners reflecting upon integrating field senior standing corequisite 
728,SOCW 485,senior field i 4 represents field portion senior practice sequence where prepare competent effective beginning generalist practitioners reflecting upon integrating field utilizing core competency educational curriculum model apply learning educationally directed field practicum 225 hours a community service setting background checks needed senior standing corequisites 
729,SOCW 486,senior field ii 4 continuation final professional foundation senior practice sequence where prepare competent effective beginning generalist practitioners reflecting upon integrating field utilizing core competency educational curriculum model apply learning educationally directed field practicum 225 hours a community service setting senior standing corequisite 
730,SOC 493,senior 3 sociology concentration 15 two additional 200-level sociology two additional 300- 400-level sociology additional sociology level additional 3 options taken senior after taken sociology sociology partially science requirement two sociology senior 3 integrative reading discussion research applies prior sociological knowledge contemporary concerns problems normally every sociology criminology 268 
731,IDS 205,business statistics 3 plan attend law school interested justice agency administration strongly encouraged complete degree adding individualized justice administration individualized relevant ’ s career plans recommended planning individualized select options psy 110 111 235 business statistics 3 a elements statistical inference application statistical methods business problems content descriptive statistics discrete distributions continuous distributions sampling distributions hypotheses tests regression analysis placed framing interpretation application statistical tools business problems business 307 business requires maintain a minimum cumulative point average 2.250. business administration minimum 27 business analytics objective business analytics intended want enhance effective data data savvy professionals possess deep analytical obtained a quantitatively intensive program address a wider scale industry needs offering a broader range content ensuring a minimum data management quantitative analysis able effectively communicate information a business context business requires maintain a minimum cumulative point average 2.250. business analytics minimum 18-19 options 3 4 previous advanced placement examinations ap examinations longer listed reference taken older examinations examination score studio 
732,POLS 120,220 340 341 345 360. programs recommended complete degree fundamentals business page 371 chicago urban page 69 sociology criminology 264 sociology minimum 18 
733,SOC 110,earned level examination program introductory sociology plan pursuing a sociology a plan approved designated departmental advisors advised take introduction sociology 3 analysis institutions structures processes society introduction basic theoretical methodological approaches discipline normally every a prerequisite 300-level sociology counted among f introduction sociology 3 count towards science theology electives 
734,SOC 130,criminal justice system 3 a survey operations functions interactions police courts correction agencies formal organizations control field trips observation selected agencies scheduled normally every sociology criminology 265 level ii level ii focus broad sociological topic provide information fundamental concepts theoretical approaches sociology prerequisites 
735,SOC 210,contemporary problems 3 sociological perspectives applied identification explanation analysis problems society selected societies content focuses 1 examining institutions society–the family economy polity–and perpetuate problems 2 examining inequalities race gender specific poverty homelessness racism sexism drug abuse crime juvenile delinquency violence cultural diversity component normally summer contemporary problems 477 
736,SOC 220,family 3 a family a basic unit institution various forms functions family special consideration given modern influences interaction organization family life 
737,SOC 245,psychology 3 social-psychological ways society influences behavior individual focuses theoretical approaches symbolic interaction exchange dramaturgical analysis normally 
738,SOC 255,sociology care 3 examines sources distribution illness united states countries examined aging mental illness bioethics profession medicine care institutions off-site local residents examine effects aging stress demographic characteristics normally every 
739,SOC 260,deviance 3 examination deviant behavior upon theories explaining people become deviants surveys forms deviance crime mental illness drug alcohol abuse sexual deviation field trips scheduled normally 
740,SOC 270,juvenile delinquency 3 a criminological focuses specifically crime committed youth typically early late adolescence explores nature extent delinquency theory research societal responses delinquency normally every 
741,SOC 280,media crime 3 examines complex relationships among media crime criminal justice system special placed television news media pervasiveness crime criminological theory hollywood cinema content evaluation media reports frames crime fundamentally influencing public perception addition develop a sense media simultaneously acts a catalyst a consequence a solution crime problem normally even numbered 
742,SOC 281,hollywood goes high school 3 examines way hollywood films focus high school portray individualism gender race roles faculty urban suburban elite/private high schools critically examines images reality life academics u.s. high schools contrasts images u.s. high school life those films countries normally odd numbered sociology criminology 266 
743,SOC 290,sociology 3 a survey focusing a sociological perspective generally involving interplay between structure s interaction s exact topic vary time criminal investigations sport society cyber communities religion society high school culture healthcare and/or organizational behavior different 
744,SOC 291,criminology 3 a survey focused gaining understanding a criminological perspective exact addressed vary time criminal investigations cybercrime comparative justice systems interpersonal violence white collar crime central themes criminology different level iii level iii designed provide depth understanding narrow subject areas 
745,SOC 310,/510 development sociological theory 3 historical development sociological thought contributions theorists understanding society minors normally every 
746,SOC 311,/511 criminological theory 3 sociological theories crime considers crime defined measured society responds criminal behavior sociology concentration criminology normally every 
747,SOC 315,/515 mass media society 3 examines overall structure scope media a institution explore factors e.g economics politics technology law culture shape media messages way media images meanings frame issues affect public discourse individual beliefs inequality race ethnicity gender media representations change public policy among others normally odd numbered 
748,SOC 320,/520 research methods sociology 3 research methodologies qualitative quantitative sociological contexts taught small-scale projects whenever possible minors normally every 
749,SOC 325,/525 urban sociology 3 examination city a system placed upon historical demographic ecological development urban areas along exploration problems confronting cities development urban life style examined normally even numbered urban sociology 3 a substitute appropriate departmental place elective listed provided topic urban focus approved coordinator administrative committee prior 's enrolling urban a residential program chicago cooperation associated colleges midwest 
750,SOC 340,/540 gender 3 introduction society defines structures gender identity behavior males females focuses biological constructs gender those interpreted language sexuality race family structure dating patterns religion environments normally odd-numbered gender 3 fine options 
751,SOC 350,/550 police society 3 examination structure behavior police society selected countries/societies policing police practices relationship police system constitution local national society overall description analysis police part a culture 's broader system control normally even-numbered sociology criminology 267 
752,SOC 360,/560 penology 3 a critical scientific examination prisons jails community corrections paroling authorities historical development current trends field trips scheduled normally even-numbered 
753,SOC 370,/570 sociology law 3 place law society relationship between law change law institutions normally odd-numbered 
754,SOC 386,internship sociology/criminal justice/ anthropology 3 internships organized provide measure “ hands ” field interest develop a contract agency assigned a supervising outlining basic expectations a minimum 128 internship hours a biweekly planning internship a complete application placement internship coordinator october 1. workload vary field agency assignment criminology recommended others normally second summer session 
755,SOC 390,/590 issues sociology 3 exploration issues debated sociologists today issues racism aging america structures religion media current issues issues different medical sociology 3 electives 12 marked asterisk a c better public minimum 15 public 12 
756,SOC 391,/591 issues criminology 3 exploration issues debated criminologists today issues feminist marxist criminology criminal deviance victimology cross-cultural comparative crime issues different 
757,SOC 495,independent sociology/ criminology 1-4 independent investigation a specialized topic sociology taken once different continued 
758,THTR 431,play directing 2+2 3 take six additional approved thtr electives 200-level higher generalized theatre minimum 18 18 agreed upon chair note minors encouraged register play directing 2+2 3 theories studio practice directing theatre process play selection analysis methods casting principles collaboration staging techniques rehearsal procedures coursework culminates a public performance annual acting/directing showcase serves senior capstone 
759,THTR 101,introduction theatre 3 introduction field theatre surveying development performance design technology dramatic literature especially past twenty-five field trip chicago fine performing component 
760,THTR 129,basic stagecraft 2+2 3 introduction technology terminology practices modern stagecraft prepares advanced theatre technology costume construction design scenery construction design lighting design stage management 
761,THTR 130,theatre practicum stage management 0+2 1 theatre endeavor best learned practice serves a laboratory stage management up maximum two hours theatre practicum stage management three three different sections 
762,THTR 131,theatre practicum scenery lighting 0+2 1 theatre endeavor best learned practice serves a laboratory construction handling scenery lighting sound properties up maximum two hours theatre practicum scenery lighting three three different sections 
763,THTR 132,theatre practicum costume makeup 0+2 1 theatre endeavor best learned practice serves a laboratory construction handling costumes hair makeup up maximum two hours theatre practicum costume makeup three three different sections 
764,THTR 133,theatre practicum performance 0+2 1 receive a faculty directed stage production admission audition theatre practicum performance three three different sections 
765,THTR 134,voice diction 3 introduction voice speech science enhancement correction exercises international phonetic alphabet aid articulation improvement dialect correction and/or acquisition 
766,THTR 136,movement theatre 3 a developing physical live theatrical performance emphasizing skeletal alignment correct body placement purpose developing efficient economical movement physical emotional psychological motivations movement explored 
767,THTR 230,costume makeup 2+2 3 introduction design practice stage studio costumes makeup discussion materials equipment historical background fine performing component 
768,THTR 231,scenery lighting 2+2 3 introduction process designing scenery lighting stage covers basics conceptualizing drafting drawing presenting scenic lighting designs odd-numbered fine performing component 
769,THTR 232,educational outreach theatre 2+2 3 introduced theories methods performance practices educational outreach theatre explore theatre techniques outside traditional theatre professions focusing especially theatre 's instruction interaction fieldwork performances plays developed rehearsed local schools interdisciplinary useful preparing a variety professions even-numbered fine performing component theatre 272 
770,THTR 235,acting i 2+2 3 introduction basic acting technique examine ways construct interior physical vocal life a character warm-up procedures rehearsal strategies staging principles experiences scene character analysis performance monologues improvisations field trips fine performing component 
771,THTR 238,theatre culture i 3 a european theatre dramatic literature ancient greece renaissance featuring integrated analysis visual architecture music drama development dramatic theatrical traced media presentations live performances lectures discussions odd-numbered fine performing component 
772,THTR 239,theatre culture ii 3 a european theatre dramatic literature renaissance modern period featuring integrated analysis visual architecture music drama development dramatic theatrical traced media presentations live performances lectures discussions odd-numbered fine performing component 
773,THTR 252,writing stage screen 3 devoted creative writing dramatic form giving special attention particular stage film television fine performing component 
774,THTR 289,dance styles techniques 3 introductory performance-based foundations concert dance ballet modern jazz dance techniques introduced fine performing component 
775,THTR 292,ballet technique i 3 introductory performance-based foundations concert dance classical ballet technique fine performing component 
776,THTR 293,modern technique i 3 introductory performance-based foundations concert dance classical modern technique fine performing component 
777,THTR 294,jazz technique i 3 introductory performance-based foundations concert dance classical jazz contemporary jazz technique fine performing component 
778,THTR 295,lyrical jazz technique i 3 introductory performance-based foundations concert dance lyrical jazz technique fine performing component 
779,THTR 296,tap technique i 3 introductory performance-based foundations concert dance classical tap technique fine performing component 
780,THTR 297,musical theatre dance 3 introductory performance-based foundations musical theatre dance technique fine performing component theatre 273 
781,THTR 298,dance composition 3 introduction craft choreography creation performance solos small group dance works previous dance a readiness create requisite approval fine performing component 
782,THTR 335,acting ii 2+2 3 a continuation acting theory technique featuring intensive training comic dramatic lyric scene performance consider methods influential acting teachers apply advanced techniques active analysis coursework culminates annual acting/directing showcase two evening rehearsals week showcase most 
783,THTR 337,/537 theatre 3 a theatre drama particular given development musical theatre significant playwrights theatre practitioners modern postmodern periods fine performing component 
784,THTR 386,internship theatre 1-3 arrange consultation theatre faculty on-site supervisors field provides intensive a particular area theatre dance film television up 6 
785,THTR 390,/590 projects 1-3 specific projects specialty interests faculty example chicago theatre musical theatre london stage abroad contemporary postmodern theatre theatre non-western vampire tradition auditioning acting camera scene painting design theatre projects 3 interdisciplinary programs 374 environmental minimum 16 environmental core 3 
786,THTR 392,ballet technique ii 3 a performance-based intermediate advanced concert dance classical ballet technique fine performing component 
787,THTR 393,modern technique ii 3 a performance-based intermediate advanced concert dance classical modern technique fine performing component 
788,THTR 394,jazz technique ii 3 a performance-based intermediate advanced concert dance classical jazz contemporary jazz technique fine performing component 
789,THTR 395,lyrical jazz technique ii 3 a performance-based intermediate advanced concert dance lyrical jazz technique fine performing component 
790,THTR 396,tap technique ii 3 a performance-based intermediate advanced concert dance classical tap technique fine performing component tap technique ii 3-credit hist 
791,THTR 399,theatre colloquium 0 a theatre provides weekly opportunities examine a variety theatre-related vocations theatre register 
792,THTR 435,acting iii 3 a advanced acting techniques performing period styles concentrate scene voice movement gesture character language tempo special techniques performing material classical greek tragedy shakespeare comedy manners commedia dell ’ arte brechtian drama theatre absurd stylistic challenges 
793,CC 215,christian tradition 3 biblical 3 theology numbered 310-319 foundations christianity 3 theology numbered 320-329 theology ethics 3 theology numbered 330-349 353 topic appropriate religions 3 theology numbered 360-369 research writing discipline 4 christian tradition christ 3 research writing discipline 3 christian tradition christ 3 biblical 3 theology numbered 310-319 foundations christianity 3 theology numbered 320-329 theology ethics 3 theology numbered 330- 349 353 topic appropriate religions 3 theology numbered 360-369 research writing discipline 4 christian tradition 3 a christian thought attention ways been addressed scriptures classics theological discourse significant writings sections writing intensive requirement 
794,THEO 362,/562 islamic religion culture 3 might added developed future approved future taught faculty lstc theology minimum 18 options /562 islamic religion culture 3 a life muhammad teachings quran traditional practices institutions islamic society contemporary developments muslim cultural diversity component islamic religion culture 3 individual/local track 9 concentrates responsibility among individuals small groups communities nine options two specified electives two a single 
