,ï»¿,School,CourseID,Descriptions
41831,41831,SmithSUPERTRIMMED,ANT 237 Native South Americans ,archaeolog and ethnographi are combin to survey the histori and cultur of indigen south america from the earliest settlement to contemporari commun topic earli migrat cultur classif prehispan sociopolit pattern nativ cosmolog and ecolog adapt challeng to cultur surviv and indigen mobil n s 4
41832,41832,SmithSUPERTRIMMED,ANT 248 Medical Anthropology ,thi look at the cultur construct of ill through an examin of system of diagnosi classif and therapi in both nonwestern and western societi special attent is given to the role of the tradit healer the anthropolog contribut to intern health care and the train of physician in the unit state enrol limit to 30 n s 4
41833,41833,SmithSUPERTRIMMED,ANT 249 Visual Anthropology ,thi consid the uniqu perspect techniqu and theori that anthropolog offer for understand the visual world we focu on the product of visual materi photograph and film in particular by anthropologist as as on the anthropolog analysi of visual artifact produc by other peopl we consid the histor particularli coloni legaci of visual anthropolog as as it current manifest and contemporari debat particular attent is paid to issu of represent author authent and circul of visual materi enrol limit to 30 4
41834,41834,SmithSUPERTRIMMED,ANT 250 The Anthropology of Reproduction ,thi use anthropolog approach and theori to understand reproduct as a social cultur and biolog process draw on crosscultur studi of pregnanc and childbirth reproduct technolog infertil and famili plan the examin how societi and cultur shape biolog experi of reproduct we also explor how anthropolog studi and theori of reproduct intersect with larger question about natur and cultur kinship and citizenship among other s 4
41835,41835,SmithSUPERTRIMMED,ANT 251 Women and Modernity in China and Vietnam ,thi explor the role represent and experi of women in 20thcenturi china and vietnam in the context of the modern project of these countri through ethnograph and histor read film and discuss thi examin how issu pertain to women and gender relat have been highlight in polit econom and cultur institut the compar the way that asian women have experienc these process through three topic war and revolut the gender aspect of work and women in relat to the famili thi is cosponsor by and crosslist in the east asian studi program s 4
41836,41836,SmithSUPERTRIMMED,ANT 252 The City and the Countryside in China ,with more than 80 percent of it popul base in rural area china is usual view as a primarili agrarian societi howev econom reform in the past 20 year have brought about dramat growth in chinaâ urban area thi examin the conceptu of urban and rural china in term of polit and econom process and social relat from the communist revolut in 1949 to the present day against thi background the explor how broader social theoret concern with concept such as traditionmodern and statesocieti have been taken up in the anthropolog of china s 4
41837,41837,SmithSUPERTRIMMED,ANT 253 Introduction to East Asian Societies and Cultures ,thi provid a survey of the anthropolog of contemporari east asian societi we examin the effect of modern and develop on the cultur of china japan and korea such topic as the individu household and famili marriag and reproduct religion and ritual and polit econom system are introduc through ethnograph account of these cultur thi provid with suffici inform to understand import social and cultur aspect of modern east asia s 4
41838,41838,SmithSUPERTRIMMED,ANT 255 Dying and Death ,death the âsuprem and final crisi of lifeâ malinowski call for collect understand and commun respons what care is due to the die what indic that death ha occur how is the corps to be handl the use ethnograph and histor sourc to indic how human commun have answer these question and to determin just how unusu are the circumst surround die in the contemporari western world enrol limit to 30 h s 4
41839,41839,SmithSUPERTRIMMED,ANT 257 Urban Anthropology ,thi consid the citi as both a set for anthropolog research and as an ethnograph object of studi in itself we aim to think critic about the theoret and methodolog possibl challeng and limit that are pose by urban anthropolog we consid concept and theme such as urban and migrat urban space and mobil gender race and ethnic technolog and virtual space market and economi citizenship and belong and product and consumpt s 4
41840,41840,SmithSUPERTRIMMED,ANT 267 Contemporary South Asia ,thi introduc to the cultur polit and everyday life of south asia topic cover religion commun nation cast gender and develop as as some of the key conceptu problem in the studi of south asia such as the coloni construct of social scientif knowledg and debat over âtraditionâ and âmodernityâ in thi way we address both the varieti in live experi in the subcontin and the key scholarli popular and polit debat that have constitut the term through which we understand south asian cultur with ethnographi we studi and discuss novel histor analysi primari histor text and popular bollywood and documentari film s 4
41841,41841,SmithSUPERTRIMMED,ANT 269 Indigenous Cultures and the State in Mesoamerica ,thi is a gener introduct to the relationship between indigen societi and the state in mesoamerica take a broad histor perspect we explor the rise of nativ statelevel societi the transform that mark the process of european colon and the relationship of local indigen commun to postcoloni state and transnat social movement text use in the place special emphasi on continu and chang in languag social organ cosmolog and ident that have mark the histor experi of nativ group in the region s 4
